,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,worker_Lns201407,worker_marble00,worker_tokumei3578,worker_MasatoYoshihara,worker_kisaran455,worker_diamante007,worker_stonewood,worker_recluse,worker_hona15,worker_tidy-blues,worker_uni-7188,worker_DNF38,worker_angari14,worker_kanatalanc,worker_bungoya_t,worker_ch_ch,worker_tomur106,worker_tomomintea,worker_kumin1,worker_momo_41049,worker_myu-2,worker_kuruupu,worker_minasenantoka,worker_mmm07r,worker_ubermensch,worker_pssky,worker_bvglp11,worker_nekoNO1,worker_mochachi,worker_huku1,worker_rinaria_tia,worker_kitajima,worker_ekd00,worker_ripmaykoro05one,worker_kitanokenta,worker_dorae1019,worker_asokoha,worker_bpktwn8181,worker_lanamaace,worker_takahiro0655,worker_chihiro999,worker_natsu-68,worker_kyaitokosan2,worker_lan1374,worker_doraiai51,worker_banas,worker_u2424,worker_rechard,worker_hyro_8333,worker_fayefaye,worker_burrell1931,worker_wata_yuki,worker_varacuda,worker_yuna1127,worker_PFOG0112,worker_lc02102,worker_mas_529,worker_akkun1,worker_tapdancemisei,worker_nyantakun,worker_inui,worker_MsaTK84,worker_shoun,worker_fujikao19,worker_kazu_mission,worker_komichi21,worker_hysq77,worker_cubebox,worker_yy-yamazaki,worker_r_a_g_55,worker_m-mon2,worker_ca2_se_9ci,worker_neroli_83574,worker_5c5d6c949acf2,worker_ralance,worker_miumiu-001,worker_imati,worker_suxsun0147,worker_emuxa345,worker_217murakami,worker_peka,worker_toscp,worker_truenoAE101,worker_mayumi_ogiuchi,worker_Kaocang46,worker_monmon333,worker_Luke_Sky,worker_koujikouji44,worker_ai_ka,worker_panpan1,worker_aladdin,worker_tamori,worker_monmon3,worker_tomotw,worker_lanlanshiy,worker_Tea-Sky,worker_cm8672,worker_hiroshi1624,worker_smozby,worker_mosa1017,worker_y-Nishin,worker_makiwo,worker_na-ko51,worker_lcptn15,worker_yukikou,worker_kyoushinrie,worker_mabu3,worker_maf111,worker_kuronyachi,worker_uemon-no-jou,worker_Weetabix,worker_hima_write,worker_kakiagezan,worker_ammer1022,worker_norynory,worker_st001,worker_hiyusutsugeshi,worker_moaimoai,worker_ako819,worker_shamneko,worker_hideo_ueda,worker_schuman48,worker_taberun3,worker_shirochansan,worker_ken_sio_2211,worker_Nao0101,worker_MorryBK,worker_toyo_1968,worker_mumu18650,worker_kusiro509,worker_tamic,worker_beiko777,worker_BK_WORKS,worker_Sato-fr,worker_lanctaro24,worker_lilybenzo810,worker_z129,worker_korokorokun,worker_muzieak1968,worker_m4AfTvGY,worker_kazuya23001,worker_y-ichii,worker_hey8,worker_miniC1kame,count_yes,count_no,count_na,MV
3917,2384665,桜ヶ池 (南砺市),形成時期,71,207,昭和,71,1091,昭和,71,209,71,1093,True,,,,,,3252,3254,14247,14249,False,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,yes,,,,,yes,,,,yes,yes,yes,na,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,yes
3461,2267968,久美浜湾,橋・トンネル,71,9,小,71,118,小,71,10,71,119,,True,,,,,2640,2641,10780,10781,False,,,,,,,,,,,,,no,,,,,,,,,,,,,,,no,,,,,,no,,,,,no,,,,,no,,,,no,na,yes,na,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,no
5837,344043,大正池 (松本市),成因,54,9,焼岳が1915年に噴火し、泥流によって梓川が堰き止められて形成された,54,128,"焼岳</a>が<a href=""/index.php/1915%E5%B9%B4"" title=""1915年"">1915年</a>に<a href=""/index.php/%E5%99%B4%E7%81%AB"" title=""噴火"">噴火</a>し、泥流によって<a href=""/index.php/%E6%A2%93%E5%B7%9D"" title=""梓川"">梓川</a>が堰き止められて形成された",54,43,54,329,,,,,True,,2684,2718,8487,8688,True,,,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,yes,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
1084,141263,鷹架沼,動物,73,20,シジミ,73,287,シジミ,73,23,73,290,,,,,True,,3124,3127,14373,14376,False,,,,,,no,,,yes,,no,,yes,,,,,,,,,,,,,yes,,,na,,,,,,,,,,,no,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,yes
4270,252336,多々良沼,流入・流出河川,57,8,多々良川,57,17,多々良川,57,12,57,21,True,True,True,True,True,,2624,2628,7319,7323,True,,,,,,yes,,,na,,yes,,yes,,,,,,,,,,,,,yes,,,na,,,,,,,,,,,yes,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2,yes
6665,512545,千波湖,幅,49,12,東経140度27分35秒,49,585,東経140度27分35秒,49,24,49,597,,True,,,,,2405,2417,6731,6743,False,,,,,,no,,,no,,no,,no,,,,,,,,,,,,,no,,,no,,,,,,,,,,,yes,,,,,,,,,,yes,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
213,1054775,チャウバナガンガマウグ湖,別名,60,177,クサリカワカマス,60,792,クサリカワカマス,60,185,60,800,,True,,,,,3199,3207,12127,12135,False,,,,,,no,,,no,,no,,no,,,,,,,,,,,,,no,,,no,,,,,,,,,,,no,,,,,,,,,,yes,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
2859,196428,印旛沼,構成する湖沼,86,80,西部調節池,86,268,西部調節池,86,85,86,273,,True,,True,,,2989,2994,14297,14302,True,yes,yes,,,,yes,no,yes,,yes,,yes,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
7765,666576,宍塚大池,別名,91,57,トモエガモ,91,956,トモエガモ,91,62,91,961,,True,,,,,3406,3411,17268,17273,False,no,no,,,,no,no,no,,no,,no,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
5315,312243,ベール湖,湖岸の地域区分,54,0,"イストル
ミラマ",54,79,"イストル</a></li>
<li><a href=""/index.php/%E3%83%9F%E3%83%A9%E3%83%9E"" title=""ミラマ"">ミラマ",55,3,55,68,,True,,,,,3117,3124,11812,11893,False,yes,no,,,,yes,no,no,,yes,,no,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,yes
8499,951230,泡瀬干潟,国,78,31,オーストラリア,78,178,オーストラリア,78,38,78,185,,True,True,,,,3989,3996,13818,13825,False,no,no,,,,no,no,no,,no,,no,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
8228,951230,泡瀬干潟,所在地,60,17,津堅島、久高島を含むサンゴ礁によって囲まれた中城湾の北部,60,156,"津堅島</a>、<a href=""/index.php/%E4%B9%85%E9%AB%98%E5%B3%B6"" title=""久高島"">久高島</a>を含む<a href=""/index.php/%E3%82%B5%E3%83%B3%E3%82%B4%E7%A4%81"" title=""サンゴ礁"">サンゴ礁</a>によって囲まれた<a href=""/index.php/%E4%B8%AD%E5%9F%8E%E6%B9%BE"" title=""中城湾"">中城湾</a>の北部",60,45,60,393,,,,,True,,2530,2558,7514,7751,False,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
1292,143182,木崎湖,産業,86,2,観光,86,2,観光,86,4,86,4,,True,,,,,3408,3410,15641,15643,True,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
1081,141263,鷹架沼,動物,94,8,貝,94,118,貝,94,9,94,119,,,,True,True,,4047,4048,19360,19361,False,,,,,,,,yes,yes,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,no,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,yes
2243,183867,中禅寺湖,動物,85,97,ヒメマス,85,569,ヒメマス,85,101,85,573,True,,True,True,True,,3591,3595,16741,16745,True,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4928,2978850,パウエル湖,湖岸の地域区分,149,1,リーズフェリー小地区,149,9,リーズフェリー小地区,149,11,149,19,True,,,,,,11143,11153,29757,29767,False,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,yes,yes,na,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,yes
1646,1570369,バリンゴ湖,別名,53,67,ジブラルタル,53,155,ジブラルタル,53,73,53,161,,True,,,,,3492,3498,11432,11438,False,,,no,,,no,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,,no,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
225,1054775,チャウバナガンガマウグ湖,別名,59,165,South Pond,59,724,South Pond,59,175,59,734,,,,True,,,2896,2906,11054,11064,False,,,no,,,no,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,no,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
208,1054775,チャウバナガンガマウグ湖,別名,46,39,ウェブスター湖,46,52,ウェブスター湖,46,46,46,59,True,,,True,True,,2633,2640,8813,8820,True,,,yes,,,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,yes,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5551,3249598,水尻池,別名,91,70,ヒシクイ,91,1124,ヒシクイ,91,74,91,1128,,True,,,,,3870,3874,24478,24482,False,,,no,,,no,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,,no,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
2464,192531,ヴァン湖,周囲長,74,113,430キロメートル,74,242,430キロメートル,74,122,74,251,True,True,,True,,,7178,7187,21852,21861,True,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
738,1250740,ミラックス湖,別名,36,151,ジャンボスズキ,36,1005,ジャンボスズキ,36,158,36,1012,,True,,,,,2485,2492,6934,6941,False,,,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,no,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
2480,192531,ヴァン湖,面積,49,0,"12,500 km2",49,0,"12,500&#160;km<sup>2",49,10,49,20,,,,True,,,6193,6203,12113,12133,False,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
2519,192531,ヴァン湖,湖岸の地域区分,59,49,1 岸,59,1342,1</sup> 岸,59,52,59,1351,,True,,,,,6474,6477,16263,16272,False,,,,,,,,,,,,,no,,,,,,,,,yes,,,,,,,,,,no,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,no,no,no,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,no
8594,97785,オンタリオ湖,水質（淡水・汽水）,47,3,淡水,47,193,淡水,47,5,47,195,True,,,,,,2774,2776,11182,11184,False,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5,1014896,小堤西池,種類,39,39,池,39,350,池,39,40,39,351,,True,,True,True,,2521,2522,6748,6749,True,,,,,,,,,,,,yes,,,,,,,,,,,yes,,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
2926,2032404,ピッチ湖,種類,41,2,アスファルト湖,41,123,アスファルト湖,41,9,41,130,,,,True,,,2617,2624,8894,8901,False,,,,,,,,,,,,yes,,,,,,,,,,,yes,,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
7509,54796,カスピ海,名前の謂れ,61,82,カスピの名は古代に南西岸にいたカス族あるいはカスピ族に由来する,61,556,カスピの名は古代に南西岸にいたカス族あるいはカスピ族に由来する,61,113,61,587,,,,True,,,6766,6797,19116,19147,False,,,,,,,,,,,,yes,,,,,,,,,,,yes,,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
6841,530799,深泥池,動物,95,21,みぞろ（が）いけ,95,31,み<b>ぞ</b>ろ（が）いけ,95,29,95,46,,True,,,,,3904,3912,14978,14993,False,,,,,,,,,,,,no,,,,,,,,,,,no,,no,no,no,,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
2920,2032404,ピッチ湖,最大水深,37,33,ブレ,37,412,ブレ,37,35,37,414,,True,,,,,2366,2368,6102,6104,False,,,,,,,,,,,,no,,,,,,,,,,,no,,no,no,no,,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
2887,196428,印旛沼,観光地,290,2,城址公園,290,67,城址公園,290,6,290,71,,,,,True,,5236,5240,24322,24326,False,,,,,,,,,yes,,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,na,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,yes
2097,172318,チミケップ湖,幅,39,89,東経143度52分33秒,39,1278,東経143度52分33秒,39,101,39,1290,,True,,,,,2425,2437,7274,7286,False,,,,,,,,,no,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,no,,,,,,,,,,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
5240,3113847,小埼沼,成因,51,17,忍城主の阿部正允により建てられた,51,176,"忍城主</a>の<a href=""/index.php/%E9%98%BF%E9%83%A8%E6%AD%A3%E5%85%81"" title=""阿部正允"">阿部正允</a>により建てられた",51,33,51,271,,,True,True,,,2528,2544,6561,6656,False,,,,,,,,,no,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,no,,,,,,,,,,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
7550,569950,池の平 (浜松市),形成時期,55,7,昭和29年,55,68,昭和29年,55,12,55,73,,,,,True,,2931,2936,7351,7356,False,,,,,,,,,no,,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,yes
2299,183867,中禅寺湖,別名,35,5,中禅寺湖,35,159,中禅寺湖,35,9,35,163,,True,,,,,2338,2342,4687,4691,False,,,,,,,,,no,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,na,na,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,no
6089,376231,中綱湖,島,41,77,北緯36度35分53秒,41,1369,北緯36度35分53秒,41,88,41,1380,,True,,,,,2329,2340,6617,6628,False,no,,no,,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,no
6321,435939,大瀬明神の神池,水質（淡水・汽水）,49,103,淡水,49,542,淡水,49,105,49,544,,,,True,,,2851,2853,8043,8045,True,yes,,yes,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4487,27167,支笏湖,産業,152,0,観光,152,54,観光,152,2,152,56,,True,,True,True,,4798,4800,22410,22412,False,yes,,yes,,yes,yes,na,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,yes
7127,54796,カスピ海,国,101,54,ア,101,61,ア,101,55,101,62,,True,,,,,10378,10379,36144,36145,False,no,,no,,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
2380,192531,ヴァン湖,水質（淡水・汽水）,46,0,塩,46,51,塩,46,1,46,52,True,,,,,,6122,6123,11170,11171,False,no,,yes,,yes,no,yes,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,yes
5136,3027103,赤池 (山梨県),所在地,51,38,本栖湖と西湖の湖水が発電用,51,106,"本栖湖</a>と<a href=""/index.php/%E8%A5%BF%E6%B9%96_(%E5%AF%8C%E5%A3%AB%E4%BA%94%E6%B9%96)"" title=""西湖 (富士五湖)"">西湖</a>の湖水が発電用",51,51,51,224,,,,True,,,2889,2902,9732,9850,False,,,,,,,,,,no,,,,,,,,,,,,,,,,yes,,,,no,,,,,,,,no,,,,no,,,,,,,,,,no,,,,,no,,,,,,,,,,no,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
7868,687963,藺牟田池,種類,42,0,火山湖,42,0,火山湖,42,3,42,3,,True,,,True,,2445,2448,6776,6779,True,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,no,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
8146,881742,ヴェッテルン湖,面積,59,33,"4,503 km²",59,90,"4,503 km²",59,42,59,99,True,,,,,,2659,2668,7044,7053,False,,,,,,,,,,no,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,no,,,,yes,,,,,,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
2850,196428,印旛沼,湖岸の地域区分,306,165,平戸村,306,785,平戸村,306,168,306,788,,,,True,,,5715,5718,26704,26707,False,,,,,,,,,,no,,,,,,,,,,,,,,,,yes,,,,na,,,,,,,,no,,,,no,,,,,,,,,,no,,,,,no,,,,,,,,,,no,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,no
5539,3249598,水尻池,別名,90,10,マガモ,90,78,マガモ,90,13,90,81,,True,,,,,3697,3700,20740,20743,False,,no,no,,,,,,,,,,,no,,,,,,,,,no,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,na,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,1,no
3954,2384665,桜ヶ池 (南砺市),国,36,6,西原,36,136,西原,36,8,36,138,,,,True,,,2350,2352,4930,4932,False,,no,no,,,,,,,,,,,no,,,,,,,,,no,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
6671,512545,千波湖,周囲長,51,0,3.0  km,51,0,"3.0  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km",51,7,51,98,,True,True,True,True,True,2636,2643,8580,8678,True,,yes,yes,,,,,,,,,,,yes,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5627,3260984,モエリス湖,別名,38,49,カールーン湖,38,155,カールーン湖,38,55,38,161,,,,True,,,2773,2779,6403,6409,False,,,,,,yes,,,,no,,,yes,,,no,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,yes
6104,376231,中綱湖,産業,79,0,観光,79,54,観光,79,2,79,56,,True,,True,,,2914,2916,13019,13021,True,,,,,,no,,,,no,,,yes,,,no,,,,,,,,,,yes,,yes,,,na,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,yes
